,bath,balcony,total_sqft_new,area_type_sq_feet,availability_maped,location_maped,size_sqft,society_maped
439,4.0,3.0,1000.0,1500.0,82,687,480.0,
440,4.0,3.0,11890.0,1500.0,82,1296,640.0,
441,2.0,1.0,1250.0,1300.0,82,242,900.0,1510.0
442,2.0,1.0,1400.0,1300.0,82,76,1350.0,362.0
443,2.0,3.0,1670.0,1300.0,82,1076,1350.0,
444,3.0,2.0,1750.0,1300.0,82,144,1350.0,2369.0
445,2.0,1.0,1404.0,1300.0,82,1284,900.0,1676.0
446,2.0,2.0,1715.0,1300.0,82,542,1350.0,1947.0
447,1.0,1.0,630.0,1100.0,28,428,450.0,1621.0
448,3.0,2.0,1752.12,1300.0,82,521,1350.0,2354.0
449,3.0,2.0,1650.0,1300.0,82,561,1350.0,
450,2.0,1.0,1295.0,1300.0,82,1004,900.0,853.0
451,3.0,2.0,1800.0,1500.0,82,464,480.0,300.0
452,2.0,1.0,1346.0,1300.0,39,1076,900.0,1738.0
453,4.0,2.0,1200.0,1500.0,82,1193,640.0,
454,2.0,2.0,1150.0,1300.0,82,547,900.0,668.0
455,4.0,3.0,3309.0,1100.0,82,329,640.0,832.0
456,2.0,2.0,1190.0,1300.0,36,312,1350.0,2514.0
457,3.0,2.0,1620.0,1300.0,82,84,1350.0,585.0
458,2.0,1.0,950.0,1300.0,28,820,900.0,
459,9.0,3.0,5000.0,1300.0,82,18,4950.0,300.0
460,3.0,0.0,2450.0,1300.0,82,521,1350.0,2383.0
461,2.0,1.0,1220.0,1300.0,36,430,1350.0,2471.0
462,2.0,1.0,850.0,1300.0,82,559,900.0,1788.0
463,2.0,2.0,1020.0,1100.0,82,937,900.0,
464,2.0,2.0,1100.0,1100.0,82,334,900.0,
465,2.0,2.0,1150.0,1300.0,82,372,900.0,2724.0
466,2.0,2.0,1760.0,1300.0,30,525,1350.0,1282.0
467,3.0,3.0,1800.0,1300.0,82,113,1350.0,
468,2.0,1.0,1070.0,1300.0,82,103,900.0,
469,4.0,2.0,1500.0,1500.0,82,47,640.0,
470,2.0,0.0,1440.0,1500.0,82,1257,320.0,
471,2.0,1.0,900.0,1300.0,82,119,900.0,1709.0
472,4.0,1.0,1200.0,1100.0,82,567,1800.0,
473,2.0,1.0,1130.0,1300.0,36,1296,900.0,1953.0
474,2.0,1.0,1320.0,1300.0,82,733,900.0,1703.0
475,2.0,1.0,1270.0,1300.0,46,723,900.0,
476,2.0,1.0,1200.0,1100.0,82,950,900.0,2473.0
477,4.0,,4800.0,1300.0,82,1042,1800.0,
478,2.0,1.0,1200.0,1300.0,82,865,900.0,
479,2.0,0.0,929.0,1300.0,82,1153,900.0,1671.0
480,4.0,2.0,1150.0,1100.0,82,984,1800.0,1179.0
481,4.0,3.0,1125.0,1500.0,82,229,640.0,
482,3.0,2.0,500.0,1500.0,82,704,800.0,
483,5.0,2.0,1200.0,1500.0,82,51,800.0,306.0
484,3.0,2.0,1464.0,1300.0,82,644,1350.0,
485,4.0,3.0,3600.0,1300.0,82,76,1800.0,
486,4.0,2.0,2000.0,1500.0,82,219,640.0,
487,2.0,1.0,1208.0,1300.0,82,334,900.0,
488,2.0,2.0,1130.0,1300.0,82,526,900.0,2811.0
489,3.0,2.0,1753.0,1300.0,82,1163,1350.0,2651.0
490,7.0,3.0,4500.0,1300.0,82,924,2250.0,350.0
491,3.0,2.0,600.0,1500.0,82,218,480.0,
492,2.0,2.0,1196.0,1300.0,77,542,900.0,804.0
493,3.0,3.0,1150.0,1100.0,82,66,900.0,1640.0
494,2.0,1.0,1128.0,1300.0,28,428,900.0,1621.0
495,2.0,1.0,1000.0,1300.0,82,928,900.0,2190.0
496,2.0,1.0,1035.0,1300.0,82,1305,900.0,181.0
497,2.0,1.0,950.0,1100.0,82,713,900.0,
498,2.0,1.0,1075.0,1300.0,82,275,1350.0,1669.0
499,2.0,1.0,1040.0,1300.0,82,1296,900.0,2001.0
500,2.0,1.0,720.0,1500.0,26,818,320.0,
501,3.0,1.0,1511.0,1300.0,82,778,1350.0,2303.0
502,3.0,1.0,1300.0,1100.0,82,1117,1350.0,
503,3.0,1.0,1545.0,1300.0,42,542,1350.0,411.0
504,2.0,0.0,375.0,1100.0,82,1096,450.0,
505,2.0,3.0,1062.0,1300.0,82,1257,900.0,
506,2.0,1.0,1115.0,1300.0,82,647,900.0,
507,2.0,1.0,1000.0,1300.0,82,589,900.0,588.0
508,2.0,1.0,883.0,1300.0,24,667,900.0,1713.0
509,2.0,1.0,1195.0,1300.0,40,1076,900.0,341.0
510,3.0,1.0,1200.0,1500.0,82,177,640.0,
511,1.0,0.0,700.0,1100.0,82,837,160.0,
512,2.0,1.0,1246.0,1300.0,82,1284,900.0,1676.0
513,4.0,2.0,660.0,1500.0,82,78,640.0,
514,4.0,2.0,8500.0,1500.0,82,209,640.0,
515,4.0,1.0,1600.0,1300.0,82,688,1800.0,
516,5.0,3.0,2805.0,1300.0,30,518,1800.0,1965.0
517,3.0,,1584.0,1300.0,82,238,1350.0,
518,5.0,1.0,3000.0,1500.0,82,1090,640.0,
519,2.0,2.0,1175.0,1100.0,82,556,1350.0,
520,3.0,2.0,1595.0,1100.0,45,1311,1350.0,
521,2.0,2.0,1353.0,1300.0,82,1224,900.0,1517.0
522,3.0,2.0,1599.0,1300.0,28,428,1350.0,1621.0
523,2.0,1.0,1150.0,1300.0,82,1296,900.0,2486.0
524,6.0,1.0,5230.0,1300.0,18,599,1800.0,1163.0
525,2.0,2.0,1155.0,1300.0,82,642,900.0,1003.0
526,2.0,0.0,1200.0,1100.0,82,583,450.0,
527,2.0,1.0,1000.0,1300.0,33,430,900.0,
528,4.0,,3000.0,1300.0,82,1187,1800.0,
529,3.0,1.0,1867.0,1100.0,82,1020,1350.0,1768.0
530,2.0,1.0,1251.0,1300.0,34,1021,900.0,2791.0
531,2.0,1.0,1028.0,1300.0,28,455,900.0,185.0
532,2.0,2.0,1222.0,1300.0,82,147,900.0,151.0
533,2.0,1.0,1170.0,1300.0,82,222,1350.0,1962.0
534,4.0,1.0,2400.0,1300.0,82,525,1350.0,1061.0
535,2.0,2.0,1385.0,1300.0,82,1028,1350.0,
536,2.0,1.0,1372.0,1300.0,82,505,900.0,2433.0
537,2.0,2.0,1282.0,1300.0,82,793,1350.0,330.0
538,9.0,3.0,5000.0,1300.0,82,843,4050.0,153.0
539,3.0,1.0,3000.0,1100.0,82,74,800.0,
540,2.0,1.0,1135.0,1300.0,82,681,900.0,2168.0
541,3.0,2.0,1768.0,1100.0,54,1296,1350.0,
542,2.0,1.0,1325.0,1100.0,82,290,1350.0,735.0
543,3.0,2.0,1599.0,1300.0,28,428,1350.0,1621.0
544,3.0,1.0,1500.0,1500.0,35,1296,480.0,
545,3.0,0.0,2610.0,1500.0,82,44,480.0,
546,2.0,2.0,1286.0,1300.0,82,1219,900.0,
547,5.0,1.0,2845.0,1100.0,82,670,2250.0,
548,2.0,,1600.0,1300.0,82,631,1350.0,98.0
549,2.0,0.0,1317.5,1300.0,39,534,900.0,2225.0
550,5.0,2.0,3450.0,1300.0,82,525,1350.0,354.0
551,2.0,2.0,1102.0,1300.0,28,855,900.0,2051.0
552,2.0,2.0,1350.0,1300.0,82,1305,900.0,2069.0
553,2.0,2.0,1200.0,1300.0,82,200,1350.0,
554,6.0,0.0,1300.0,1500.0,82,548,960.0,
555,1.0,1.0,1800.0,1500.0,82,535,320.0,
556,2.0,1.0,950.0,1100.0,82,327,900.0,
557,1.0,1.0,525.0,1300.0,65,681,450.0,1617.0
558,2.0,1.0,656.0,1100.0,82,157,900.0,998.0
559,4.0,3.0,1780.0,1500.0,82,820,640.0,
560,2.0,1.0,1056.0,1300.0,82,51,900.0,932.0
561,1.0,1.0,595.0,1300.0,66,222,450.0,893.0
562,2.0,2.0,1080.0,1100.0,82,583,900.0,
563,3.0,1.0,2225.0,1300.0,42,76,1350.0,1743.0
564,2.0,1.0,1126.0,1300.0,29,277,900.0,570.0
565,3.0,1.0,1490.0,1300.0,82,433,1350.0,782.0
566,4.0,1.0,2000.0,1500.0,82,504,640.0,
567,3.0,3.0,1550.0,1300.0,82,1076,1350.0,1757.0
568,3.0,2.0,1600.0,1300.0,82,1296,1350.0,848.0
569,2.0,1.0,1160.0,1100.0,82,154,900.0,
570,4.0,3.0,4144.0,1100.0,82,1296,640.0,1606.0
571,3.0,2.0,2100.0,1300.0,82,1076,1350.0,2525.0
572,2.0,1.0,1404.0,1300.0,82,1284,900.0,1676.0
573,4.0,3.0,2230.0,1500.0,82,1076,640.0,1139.0
574,3.0,,1544.0,1300.0,82,821,1350.0,
575,2.0,1.0,1305.0,1300.0,36,209,1350.0,1655.0
576,2.0,2.0,1230.0,1300.0,82,820,900.0,37.0
577,2.0,0.0,1200.0,1500.0,82,1174,320.0,
578,3.0,1.0,1460.0,1300.0,82,521,1350.0,
579,,,1800.0,1500.0,81,1076,1040.2963063184955,240.0
580,2.0,3.0,967.0,1100.0,82,477,900.0,
581,1.0,1.0,540.0,1100.0,82,290,160.0,
582,1.0,2.0,715.0,1300.0,42,547,450.0,1100.0
583,3.0,2.0,2500.0,1300.0,82,1296,1350.0,2590.0
584,3.0,1.0,1578.0,1300.0,82,416,1350.0,1745.0
585,2.0,1.0,1020.0,1300.0,82,860,900.0,
586,2.0,1.0,1020.0,1300.0,82,621,900.0,2831.0
587,2.0,1.0,1253.0,1300.0,82,733,900.0,169.0
588,2.0,2.0,1180.0,1300.0,82,588,900.0,25.0
589,2.0,2.0,961.0,1300.0,82,904,900.0,2772.0
590,3.0,3.0,1419.0,1100.0,82,675,1350.0,
591,3.0,2.0,1709.0,1300.0,82,521,1350.0,2324.0
592,2.0,0.0,1600.0,1500.0,82,947,320.0,
593,1.0,1.0,416.0,1300.0,33,1246,450.0,
594,2.0,2.0,1100.0,1000.0,82,1069,900.0,
595,2.0,1.0,1430.0,1300.0,82,505,1350.0,
596,2.0,2.0,1260.0,1300.0,82,1125,900.0,591.0
597,3.0,2.0,1630.0,1100.0,82,985,1350.0,584.0
598,3.0,2.0,1249.0,1300.0,48,1076,1350.0,2308.0
599,2.0,3.0,1450.0,1300.0,82,657,1350.0,1321.0
600,3.0,1.0,2791.0,1300.0,25,727,1350.0,1622.0
601,1.0,0.0,600.0,1300.0,82,553,450.0,
602,1.0,1.0,834.0,1100.0,82,154,450.0,1060.0
603,4.0,1.0,1125.0,1500.0,82,399,480.0,
604,3.0,2.0,2060.0,1300.0,82,147,1350.0,
605,7.0,3.0,12000.0,1300.0,44,807,3150.0,
606,2.0,1.0,891.0,1100.0,82,477,900.0,642.0
607,2.0,1.0,1133.0,1300.0,82,1004,900.0,853.0
608,2.0,1.0,1075.0,1100.0,82,275,1350.0,1669.0
609,5.0,2.0,3000.0,1300.0,36,1089,1800.0,
610,5.0,2.0,2440.0,1500.0,82,284,640.0,
611,2.0,2.0,1200.0,1100.0,82,1257,900.0,
612,2.0,2.0,1075.0,1300.0,82,1187,900.0,
613,2.0,2.0,1140.0,1300.0,82,653,900.0,
614,4.0,2.0,940.0,1500.0,82,824,800.0,
615,5.0,1.0,2160.0,1500.0,82,568,960.0,
616,2.0,1.0,1090.0,1300.0,82,1004,900.0,1898.0
617,4.0,1.0,1500.0,1100.0,82,978,640.0,
618,4.0,2.0,4104.0,1300.0,82,1296,1800.0,
619,3.0,,1790.0,1300.0,82,1296,1350.0,
620,3.0,2.0,1920.0,1300.0,30,525,1350.0,1282.0
621,2.0,2.0,1374.0,1100.0,82,504,900.0,674.0
622,3.0,2.0,1445.0,1000.0,82,222,1350.0,
623,1.0,1.0,711.0,1300.0,42,675,450.0,820.0
624,3.0,3.0,1500.0,1300.0,82,1208,1350.0,2356.0
625,3.0,3.0,1720.0,1300.0,82,1296,1350.0,842.0
626,3.0,2.0,1400.0,1300.0,82,1237,1350.0,
627,2.0,2.0,1030.0,1100.0,82,751,900.0,
628,2.0,1.0,1200.0,1300.0,82,860,900.0,1689.0
629,3.0,2.0,1375.0,1000.0,33,549,1350.0,1426.0
630,1.0,,1050.0,1500.0,82,527,320.0,
631,3.0,2.0,2250.0,1300.0,82,604,1350.0,2554.0
632,2.0,2.0,1000.0,1300.0,82,242,900.0,2455.0
633,1.0,0.0,469.0,1300.0,82,606,450.0,1690.0
634,4.0,3.0,3800.0,1300.0,82,820,1800.0,1750.0
635,2.0,1.0,883.0,1300.0,82,667,900.0,1713.0
636,2.0,3.0,1820.0,1300.0,82,444,1350.0,447.0
637,2.0,3.0,1440.0,1100.0,82,1122,1350.0,
638,4.0,1.0,3600.0,1300.0,82,1339,2700.0,
639,5.0,2.0,2500.0,1100.0,82,807,1800.0,783.0
640,2.0,2.0,1225.0,1300.0,29,794,900.0,
641,3.0,1.0,4000.0,1500.0,82,73,480.0,
642,2.0,3.0,875.0,1000.0,82,334,900.0,
643,1.0,2.0,750.0,1300.0,82,605,450.0,2217.0
644,2.0,3.0,1180.0,1300.0,82,71,900.0,
645,2.0,2.0,1194.0,1300.0,82,518,900.0,
646,2.0,2.0,1500.0,1300.0,82,534,1350.0,
647,2.0,2.0,1160.0,1300.0,82,959,900.0,
648,9.0,,1123031.25,1100.0,82,147,1440.0,
649,3.0,1.0,2378.0,1300.0,82,551,1350.0,2556.0
650,2.0,1.0,1128.0,1300.0,82,1075,900.0,93.0
651,3.0,1.0,1500.0,1300.0,82,525,1350.0,434.0
652,2.0,1.0,1220.0,1100.0,29,564,1350.0,
653,2.0,2.0,1210.0,1300.0,82,1076,900.0,
654,2.0,1.0,1100.0,1300.0,62,681,1350.0,1617.0
655,3.0,2.0,1200.0,1300.0,82,277,1350.0,2728.0
656,5.0,,3385.0,1100.0,35,518,1800.0,1965.0
657,3.0,2.0,1641.0,1300.0,82,880,1350.0,563.0
658,2.0,1.0,1200.0,1300.0,82,545,900.0,
659,2.0,1.0,1260.0,1300.0,82,1004,900.0,1453.0
660,3.0,3.0,1720.0,1300.0,82,794,1350.0,
661,2.0,0.0,1132.5,1300.0,82,1305,900.0,1835.0
662,2.0,1.0,1210.0,1300.0,82,1305,900.0,1777.0
663,4.0,2.0,2200.0,1100.0,82,576,640.0,
664,2.0,1.0,1075.0,1300.0,82,275,1350.0,1669.0
665,3.0,2.0,1702.0,1100.0,82,1187,1350.0,2316.0
666,2.0,2.0,1630.0,1300.0,82,1098,900.0,1306.0
667,2.0,2.0,1141.0,1300.0,82,1004,900.0,853.0
668,3.0,2.0,2072.0,1300.0,28,1103,1350.0,
669,,,5520.0,1300.0,30,589,2250.0,1586.0
670,2.0,0.0,1200.0,1100.0,82,535,480.0,
671,3.0,0.0,1350.0,1300.0,82,1184,1350.0,
672,4.0,0.0,4046.0,1100.0,35,252,640.0,2587.0
673,2.0,2.0,1180.0,1300.0,30,1142,1350.0,
674,3.0,3.0,35000.0,1100.0,82,1305,1350.0,663.0
675,2.0,2.0,1355.0,1300.0,82,773,900.0,
676,1.0,0.0,600.0,1500.0,82,1157,160.0,
677,7.0,,1200.0,1500.0,82,547,1120.0,
678,2.0,1.0,1640.0,1300.0,82,222,1350.0,
679,5.0,0.0,1200.0,1500.0,82,293,800.0,
680,2.0,2.0,1190.0,1300.0,82,721,1350.0,
681,4.0,2.0,2400.0,1500.0,82,917,640.0,
682,2.0,2.0,1019.0,1300.0,82,820,900.0,
683,3.0,2.0,1875.0,1300.0,82,114,1350.0,1790.0
684,3.0,2.0,1250.0,1300.0,36,103,1350.0,
685,3.0,2.0,1200.0,1500.0,82,284,480.0,1121.0
686,2.0,1.0,1140.0,1300.0,82,1296,900.0,1546.0
687,3.0,1.0,1683.0,1300.0,82,778,1350.0,2303.0
688,3.0,,1515.0,1300.0,82,653,1350.0,823.0
689,4.0,2.0,2118.0,1300.0,42,542,1800.0,411.0
690,3.0,0.0,1380.0,1100.0,82,222,640.0,
691,2.0,2.0,1083.0,1300.0,82,1232,900.0,
692,2.0,1.0,600.0,1500.0,82,135,320.0,
693,3.0,3.0,2300.0,1100.0,82,161,1350.0,2299.0
694,2.0,2.0,1240.0,1300.0,82,964,900.0,1243.0
695,3.0,1.0,1750.0,1300.0,82,1163,1350.0,2651.0
696,2.0,,1230.0,1300.0,28,1057,900.0,
697,3.0,1.0,1500.0,1500.0,17,134,480.0,
698,2.0,1.0,985.0,1300.0,82,90,900.0,1942.0
699,2.0,1.0,1500.0,1500.0,82,1205,480.0,889.0
700,2.0,1.0,1125.0,1100.0,30,428,900.0,
701,2.0,1.0,950.0,1100.0,82,831,900.0,1949.0
702,,,5600.0,1300.0,30,589,2250.0,1586.0
703,3.0,3.0,1580.0,1300.0,82,736,1350.0,
704,2.0,1.0,1092.0,1500.0,82,165,480.0,
705,2.0,1.0,1090.0,1100.0,33,430,900.0,2471.0
706,3.0,1.0,2264.0,1100.0,47,534,480.0,
707,2.0,2.0,1033.0,1300.0,41,414,1350.0,
708,2.0,2.0,810.0,1300.0,28,671,900.0,1699.0
709,2.0,0.0,1045.0,1300.0,82,484,900.0,1556.0
710,2.0,1.0,1337.0,1300.0,39,525,900.0,189.0
711,2.0,2.0,1200.0,1300.0,82,312,900.0,
712,3.0,2.0,1580.0,1300.0,82,733,1350.0,2559.0
713,2.0,3.0,1500.0,1300.0,82,238,1350.0,613.0
714,4.0,2.0,1640.0,1300.0,39,1296,1350.0,2615.0
715,3.0,2.0,1570.0,1300.0,82,1118,1350.0,1988.0
716,2.0,2.0,1470.0,1300.0,82,489,1350.0,1354.0
717,2.0,2.0,1160.0,1300.0,82,706,900.0,
718,2.0,1.0,1050.0,1100.0,82,76,900.0,362.0
719,3.0,1.0,1855.0,1300.0,58,367,1350.0,2298.0
720,2.0,1.0,1460.0,1300.0,82,222,1350.0,1962.0
721,3.0,2.0,1823.0,1100.0,82,561,1350.0,
722,2.0,2.0,1094.0,1300.0,82,428,900.0,592.0
723,2.0,2.0,1153.0,1300.0,82,285,900.0,1668.0
724,3.0,1.0,1325.0,1100.0,82,559,1350.0,1540.0
725,3.0,2.0,1200.0,1500.0,82,948,640.0,
726,2.0,2.0,1590.0,1100.0,82,599,1350.0,2285.0
727,4.0,2.0,1210.0,1500.0,82,619,800.0,
728,4.0,0.0,1200.0,1500.0,82,1004,640.0,
729,2.0,1.0,1202.0,1300.0,82,890,900.0,1113.0
730,2.0,1.0,1202.0,1100.0,82,518,900.0,
731,2.0,3.0,1200.0,1300.0,82,643,900.0,2434.0
732,3.0,1.0,1688.0,1300.0,31,944,1350.0,1626.0
733,2.0,1.0,1020.0,1100.0,82,696,900.0,2297.0
734,2.0,2.0,1185.0,1300.0,82,1075,900.0,474.0
735,2.0,1.0,1235.0,1300.0,26,1021,900.0,2791.0
736,5.0,1.0,3205.0,1300.0,82,551,1800.0,2556.0
737,2.0,2.0,1077.0,1300.0,82,200,900.0,
738,2.0,3.0,1415.0,1300.0,82,708,1350.0,1192.0
739,3.0,2.0,2330.0,1300.0,28,425,1350.0,368.0
740,2.0,2.0,805.0,1300.0,82,1296,900.0,1002.0
741,1.0,0.0,425.0,1100.0,82,931,450.0,
742,2.0,3.0,1155.0,1300.0,82,1296,900.0,514.0
743,4.0,3.0,5270.0,1300.0,82,362,1800.0,
744,2.0,1.0,656.0,1300.0,82,131,900.0,
745,2.0,0.0,1100.0,1100.0,82,908,900.0,129.0
746,2.0,3.0,1150.0,1300.0,82,794,900.0,
747,1.0,1.0,600.0,1500.0,82,316,160.0,
748,2.0,1.0,1468.0,1300.0,82,114,900.0,1790.0
749,5.0,2.0,4300.0,1500.0,82,942,640.0,1789.0
750,4.0,2.0,2280.0,1300.0,30,1296,1350.0,1723.0
751,2.0,1.0,1341.0,1300.0,82,527,900.0,2309.0
752,2.0,1.0,1279.0,1300.0,82,599,900.0,
753,4.0,0.0,2225.0,1300.0,30,430,1800.0,1956.0
754,2.0,2.0,1185.0,1300.0,82,1187,900.0,1369.0
755,3.0,2.0,1750.0,1300.0,82,1225,1350.0,2658.0
756,2.0,1.0,1152.0,1300.0,82,741,900.0,759.0
757,4.0,1.0,1000.0,1500.0,82,1113,800.0,
758,2.0,3.0,1300.0,1300.0,82,561,900.0,1010.0
759,4.0,2.0,2760.0,1500.0,37,1232,640.0,
760,2.0,2.0,1070.0,1300.0,29,66,900.0,
761,2.0,0.0,1101.0,1300.0,82,1219,900.0,2233.0
762,2.0,1.0,775.0,1300.0,82,1222,900.0,
763,1.0,1.0,667.0,1300.0,82,1312,450.0,924.0
764,2.0,1.0,1070.0,1300.0,82,428,900.0,765.0
765,2.0,2.0,1875.0,1100.0,82,923,1350.0,2597.0
766,2.0,1.0,735.0,1300.0,82,751,900.0,633.0
767,4.0,1.0,4360.0,1500.0,82,1075,800.0,
768,3.0,2.0,1750.0,1300.0,82,733,1350.0,
769,2.0,1.0,1215.0,1300.0,82,820,900.0,1755.0
770,9.0,3.0,600.0,1500.0,82,1087,1440.0,
771,2.0,1.0,820.0,1300.0,82,1277,900.0,1694.0
772,2.0,0.0,1177.5,1300.0,54,211,900.0,344.0
773,3.0,2.0,1779.0,1300.0,82,236,1350.0,1570.0
774,2.0,2.0,1105.0,1100.0,82,501,900.0,861.0
775,2.0,1.0,10763.91042,1100.0,82,227,450.0,
776,3.0,2.0,1650.0,1300.0,82,1296,1350.0,2608.0
777,2.0,2.0,1694.0,1300.0,82,604,900.0,2554.0
778,3.0,1.0,2376.0,1300.0,82,551,1350.0,2556.0
779,3.0,3.0,1975.0,1300.0,82,358,1350.0,
780,2.0,1.0,674.0,1300.0,82,671,900.0,931.0
781,2.0,1.0,1185.0,1300.0,82,653,900.0,1930.0
782,1.0,0.0,445.0,1300.0,82,13,450.0,323.0
783,7.0,,900.0,1100.0,82,859,960.0,2710.0
784,3.0,2.0,1475.0,1300.0,82,505,1350.0,
785,3.0,3.0,1618.0,1300.0,82,477,1350.0,2269.0
786,2.0,0.0,1120.0,1300.0,82,733,900.0,2678.0
787,3.0,2.0,2181.0,1300.0,82,820,1800.0,2531.0
788,4.0,0.0,1200.0,1500.0,82,1257,640.0,
789,4.0,3.0,600.0,1500.0,82,880,960.0,
790,2.0,1.0,1556.0,1300.0,38,222,1350.0,567.0
791,2.0,1.0,1179.0,1300.0,43,222,900.0,893.0
792,2.0,2.0,1296.0,1300.0,82,1187,900.0,323.0
793,2.0,2.0,1275.0,1100.0,82,653,900.0,2674.0
794,2.0,2.0,1875.0,1100.0,82,656,1120.0,
795,2.0,2.0,1400.0,1300.0,82,692,1350.0,
796,2.0,1.0,1222.0,1300.0,82,477,900.0,1122.0
797,2.0,1.0,940.0,1300.0,82,428,900.0,1558.0
798,2.0,2.0,1185.0,1300.0,82,1187,900.0,1369.0
799,3.0,2.0,1779.0,1300.0,82,1208,1350.0,2315.0
800,3.0,2.0,1615.0,1300.0,82,238,1350.0,613.0
801,,,4624.5,1300.0,30,589,1800.0,1586.0
802,2.0,1.0,1056.0,1300.0,82,518,900.0,2829.0
803,2.0,0.0,1100.0,1300.0,82,76,900.0,
804,2.0,1.0,920.0,1100.0,82,147,900.0,1633.0
805,2.0,0.0,1602.0,1300.0,82,568,1350.0,275.0
806,2.0,0.0,1176.0,1100.0,82,937,900.0,
807,3.0,1.0,675.0,1500.0,82,500,640.0,
808,3.0,0.0,1352.0,1300.0,82,1041,1350.0,
809,3.0,3.0,1717.0,1100.0,82,687,1350.0,867.0
810,4.0,1.0,10961.0,1500.0,28,57,640.0,
811,4.0,3.0,2119.0,1300.0,33,259,1800.0,1885.0
812,2.0,1.0,1246.0,1300.0,82,1284,900.0,1676.0
813,2.0,1.0,1141.0,1300.0,21,123,900.0,2782.0
814,2.0,1.0,1157.0,1100.0,82,534,900.0,
815,2.0,2.0,1025.0,1300.0,29,312,900.0,2487.0
816,1.0,2.0,650.0,1100.0,82,1306,450.0,1045.0
817,2.0,1.0,1349.0,1300.0,82,525,900.0,1641.0
818,3.0,1.0,1566.0,1300.0,82,894,1350.0,2768.0
819,3.0,3.0,2830.0,1300.0,82,1061,1800.0,1528.0
820,2.0,1.0,1320.0,1100.0,30,428,1350.0,
821,3.0,1.0,1780.0,1300.0,37,1335,1350.0,
822,2.0,1.0,1091.0,1300.0,82,1231,900.0,904.0
823,4.0,3.0,3670.0,1300.0,82,994,1800.0,1170.0
824,2.0,1.0,918.0,1100.0,82,76,900.0,
825,4.0,0.0,1950.0,1300.0,54,1312,1800.0,612.0
826,3.0,1.0,1695.0,1300.0,82,944,1350.0,
827,3.0,2.0,1705.0,1300.0,82,1305,1350.0,2160.0
828,3.0,2.0,1375.0,1100.0,82,663,1350.0,639.0
829,1.0,1.0,525.0,1300.0,73,681,450.0,1617.0
830,2.0,1.0,1447.0,1100.0,54,1296,900.0,
831,2.0,1.0,1114.0,1300.0,82,1187,900.0,1919.0
832,2.0,1.0,1450.0,1300.0,82,76,1350.0,373.0
833,1.0,0.0,460.0,1300.0,82,240,900.0,
834,2.0,2.0,1022.0,1100.0,82,1237,900.0,
835,2.0,2.0,1000.0,1100.0,82,525,900.0,1839.0
836,2.0,1.0,1128.0,1300.0,28,428,900.0,1621.0
837,2.0,2.0,1180.0,1300.0,36,681,900.0,2818.0
838,6.0,1.0,1000.0,1100.0,82,1176,960.0,
839,2.0,1.0,1200.0,1500.0,82,872,320.0,
840,3.0,2.0,3761.0,1300.0,82,1058,1350.0,
841,2.0,3.0,1339.0,1300.0,82,681,900.0,1741.0
842,2.0,3.0,1400.0,1300.0,82,1304,1350.0,
843,2.0,1.0,1040.0,1300.0,82,76,900.0,2443.0
844,2.0,2.0,1198.0,1300.0,82,651,900.0,
845,3.0,,1200.0,1500.0,82,1110,640.0,
846,3.0,2.0,1691.0,1300.0,82,1076,1350.0,1092.0
847,3.0,2.0,1075.0,1300.0,82,275,1350.0,1669.0
848,3.0,2.0,1630.0,1300.0,34,31,1350.0,
849,3.0,2.0,1240.0,1300.0,34,78,1350.0,
850,2.0,0.0,1122.5,1300.0,75,222,900.0,1617.0
851,3.0,2.0,1665.0,1300.0,82,804,1350.0,1751.0
852,3.0,,2489.0,1100.0,82,820,1350.0,332.0
853,2.0,2.0,1142.0,1100.0,82,284,900.0,1341.0
854,3.0,1.0,1976.0,1300.0,82,720,1350.0,627.0
855,4.0,,5500.0,1500.0,82,1083,640.0,1708.0
856,3.0,2.0,1853.0,1300.0,82,735,1350.0,
857,4.0,1.0,600.0,1500.0,82,1263,1280.0,
858,2.0,2.0,1567.0,1300.0,82,690,900.0,
859,2.0,1.0,1090.0,1300.0,82,1180,900.0,
860,4.0,2.0,1200.0,1500.0,82,1004,960.0,
861,4.0,1.0,2400.0,1500.0,82,579,640.0,
862,2.0,2.0,1175.0,1300.0,82,433,900.0,2195.0
863,2.0,2.0,1200.0,1100.0,82,1153,900.0,520.0
864,2.0,1.0,995.0,1100.0,82,721,900.0,1715.0
865,2.0,1.0,884.0,1300.0,82,793,900.0,2812.0
866,3.0,2.0,900.0,1500.0,82,1276,800.0,
867,2.0,2.0,1170.0,1100.0,82,1312,900.0,924.0
868,2.0,1.0,1225.0,1300.0,82,642,900.0,1144.0
869,2.0,1.0,1342.0,1300.0,28,428,900.0,1621.0
870,2.0,1.0,1345.0,1100.0,42,1219,900.0,
871,3.0,0.0,1320.0,1100.0,82,722,1350.0,2228.0
872,2.0,,9900.0,1300.0,82,1121,900.0,
873,2.0,1.0,1140.0,1300.0,82,1004,900.0,853.0
874,2.0,1.0,1300.0,1300.0,82,236,900.0,2098.0
875,3.0,2.0,1652.0,1300.0,82,548,1350.0,
876,4.0,2.0,2072.0,1300.0,82,1192,1350.0,1722.0
877,2.0,,1740.0,1100.0,82,147,1350.0,
878,2.0,1.0,1360.0,1300.0,82,428,1350.0,765.0
879,2.0,2.0,1145.0,1300.0,82,556,1350.0,2497.0
880,2.0,0.0,1540.0,1100.0,82,1219,1350.0,1150.0
